"Loci","Gene","XGB Score","Training_Score","LocusGene(s)","AvgScore_Per_Locus","SD_Per_Locus","Upper_SD_Threshold","direct_PPI_count","secondary_PPI_count","Avg_TopGene_Diff_Per_Locus","Variance_Per_Locus","IQR_Per_Locus","rsID_LEAD_SNP","minTRAIT","Median_Pvalue","Gene_type"
639,"ARHGEF25",0.826709449291229,NA,"ARHGEF25, LRP1",0.809358209371567,0.0245383588183762,0.833896568189943,0,2,0.0347024798393251,0.000602131053499381,0.0173512399196624,"rs10437954, rs113892147, rs116953253","SBP, DBP",1.6e-14,"protein_coding"
640,"LLPH",0.384682029485703,NA,"LLPH",0.384682029485703,NA,NA,0,0,NA,NA,0,"rs113866309","",NA,"protein_coding"
641,"CCT2",0.763607025146484,NA,"CCT2, FRS2, LRRC10",0.650919487078985,0.227997113557793,0.878916600636778,1,31,0.224567428231239,0.0519826837906853,0.206055387854576,"rs61929307","DBP,SBP",9.63e-12,"protein_coding"
642,"ATP2B1",0.843201100826263,0.75,"ATP2B1",0.843201100826263,NA,NA,0,10,NA,NA,0,"rs2681492, rs2681487, rs73196673, rs11105354, rs17249754","DBP, SBP",9.555e-96,"protein_coding"
643,"NTN4",0.768342018127441,NA,"NTN4",0.768342018127441,NA,NA,0,14,NA,NA,0,"rs11108209","DBP",2.4e-10,"protein_coding"
644,"IRS2",0.830427765846252,0.75,"IRS2",0.830427765846252,NA,NA,0,21,NA,NA,0,NA,"DBP",0.0002524,"protein_coding"
645,"ING1",0.86881685256958,NA,"CARS2, ING1",0.785074949264526,0.118428935392943,0.903503884657469,0,23,0.167483806610107,0.0140254127383059,0.0837419033050535,"rs3742182","PP",1.495e-12,"protein_coding"
646,"MCF2L",0.815569877624512,NA,"MCF2L",0.815569877624512,NA,NA,0,2,NA,NA,0,"rs3011549, rs9549328","SBP,PP",7.88e-15,"protein_coding"
647,"SLC7A1",0.810845673084259,NA,"SLC7A1",0.810845673084259,NA,NA,0,0,NA,NA,0,"rs9508490, rs7338758, rs63418562, rs11618507","SBP, DBP",3.926e-23,"protein_coding"
648,"EML1",0.796550571918488,NA,"EML1, HHIPL1",0.682090669870377,0.161870745824335,0.843961415694712,0,1,0.228919804096222,0.0262021383537263,0.114459902048111,"rs1475130, rs66546610","PP",2.16e-18,"protein_coding"
649,"MMP14",0.800287663936615,NA,"HOMEZ, MMP14",0.716485321521759,0.118514409201723,0.834999730723482,0,10,0.167604684829712,0.0140456651884336,0.0838023424148561,"rs17880989","DBP",1.11e-11,"protein_coding"
650,"SOS2",0.764652013778687,NA,"SOS2",0.764652013778687,NA,NA,0,7,NA,NA,0,"rs61755579, rs72681869","SBP",3.74e-15,"protein_coding"
651,"L2HGDH",0.665049374103546,NA,"CDKL1, L2HGDH",0.601731687784195,0.0895447307309116,0.691276418515107,0,2,0.126635372638702,0.00801825880167147,0.0633176863193511,"rs72683923","SBP",3.08e-18,"protein_coding"
652,"FBLN5",0.852119326591492,NA,"FBLN5",0.852119326591492,NA,NA,0,4,NA,NA,0,"rs2244643, rs8023114, rs2474031","PP,DBP",1.32e-09,"protein_coding"
653,"MYO1E",0.831897854804993,NA,"MYO1E",0.831897854804993,NA,NA,0,11,NA,NA,0,"rs3191402","PP",6.87e-07,"protein_coding"
654,"TLN2",0.755421280860901,NA,"TLN2",0.755421280860901,NA,NA,1,1,NA,NA,0,"rs956006","PP",1.84e-13,"protein_coding"
655,"SMAD3",0.812275469303131,0.75,"SMAD3",0.812275469303131,NA,NA,4,83,NA,NA,0,"rs2289261, rs10152566","PP",5.62e-12,"protein_coding"
656,"THSD4",0.786263585090637,NA,"THSD4",0.786263585090637,NA,NA,0,0,NA,NA,0,"rs4337253, rs11853359, rs9972379","DBP, PP",3.02e-18,"protein_coding"
657,"CYP1A2",0.888739407062531,1,"CCDC33, CYP1A2",0.543494142591953,0.488250535359377,1.03174467795133,0,6,0.690490528941155,0.238388585278718,0.345245264470577,NA,"DBP",1.382e-89,"protein_coding"
658,"PDE8A",0.825928390026093,0.75,"AKAP13, NMB, PDE8A, SCAND2P, WDR73, ZSCAN2",0.613792111476263,0.187959532114864,0.801751643591126,0,1,0.254563534259797,0.0353287857128385,0.271682187914848,"rs2290273, rs8032301, rs3743157","SBP",8.96e-12,"protein_coding"
659,"IDH2",0.773738980293274,0.75,"IDH2",0.773738980293274,NA,NA,0,0,NA,NA,0,"rs28611491","PP",9.46e-11,"protein_coding"
660,"FES",0.874003052711487,0.75,"FES, FURIN",0.828162997961045,0.064827627128001,0.892990625089046,2,12,0.091680109500885,0.00420262123904713,0.0458400547504425,"rs138682554, rs2521501","SBP, DBP",1.5e-83,"protein_coding"
661,"WDR90",0.748213529586792,NA,"RHOT2, WDR90",0.635994136333466,0.158702187900134,0.7946963242336,0,3,0.224438786506653,0.0251863844442895,0.112219393253327,"rs9932866","DBP",1.97e-09,"protein_coding"
662,"UBE2I",0.759946882724762,NA,"BAIAP3, RPS20P2, TPSP2, UBE2I",0.555147863924503,0.292839853264198,0.847987717188702,2,87,0.273065358400345,0.0857551796597973,0.195884935557842,"rs11248866, rs8051743","PP",2.735e-12,"protein_coding"
663,"UMOD",0.670470595359802,0.75,"UMOD",0.670470595359802,NA,NA,0,0,NA,NA,0,"rs13333226","DBP",5.15e-41,"protein_coding"
664,"SLC9A3R2",0.672666013240814,NA,"NPW, SLC9A3R2",0.626596361398697,0.0651523264489285,0.691748687847625,1,15,0.092139303684234,0.00424482564170774,0.046069651842117,"rs28590346, rs139491786, rs34165865, rs3211995","DBP,SBP",1.0000915e-19,"protein_coding"
665,"NAA60",0.617919921875,NA,"ADCY9, NAA60",0.611316829919815,0.00933818219661929,0.620655012116434,0,0,0.01320618391037,8.72016467372575e-05,0.00660309195518505,NA,"SBP",1.0415e-14,"protein_coding"
666,"UBN1",0.781917095184326,NA,"CORO7, DNAJA3, PPL, SRL, TFAP4, UBN1",0.763838758071264,0.0903672908626585,0.854206048933922,0,15,0.0899557232856748,0.00816624725785632,0.0959415286779403,NA,"DBP",5.73e-25,"protein_coding"
667,"VAC14",0.782524883747101,NA,"VAC14",0.782524883747101,NA,NA,0,5,NA,NA,0,"rs117006983","",NA,"protein_coding"
668,"CDH13",0.754364848136902,NA,"CDH13",0.754364848136902,NA,NA,0,0,NA,NA,0,"rs7500448, rs7193565, rs951926","PP",2.875e-12,"protein_coding"
669,"CRK",0.807677090167999,NA,"CRK",0.807677090167999,NA,NA,1,63,NA,NA,0,"rs12941318, rs11650511","PP",1.6e-16,"protein_coding"
670,"MAPK7",0.684265315532684,0.75,"B9D1, EPN2, MAPK7, MFAP4",0.609805196523666,0.0723907286211233,0.68219592514479,1,13,0.0992801586786903,0.00524041759029713,0.117893189191818,NA,"DBP",3.82e-10,"protein_coding"
671,"JUP",0.840303122997284,NA,"FKBP10, JUP, LEPREL4",0.721666713555654,0.116908121415033,0.838574834970687,1,31,0.177954614162445,0.0136675088527921,0.116867989301682,NA,"PP",5.37e-13,"protein_coding"
672,"STAT5B",0.784150540828705,0.75,"KCNH4, STAT5B",0.762765675783157,0.0302427661769316,0.793008441960089,1,22,0.042769730091095,0.000914624906032557,0.0213848650455475,"rs140935701","PP",1.31e-09,"protein_coding"
673,"RAMP2",0.827606439590454,NA,"AOC4P, RAMP2",0.752930611371994,0.10560756904799,0.858538180419984,0,1,0.14935165643692,0.0111529586402259,0.0746758282184599,"rs56228409(^)","PP",2.91e-14,"protein_coding"
674,"ITGA2B",0.81484991312027,0.75,"FAM171A2, ITGA2B, PYY",0.521296521027883,0.256387043270044,0.777683564297927,0,6,0.44033008813858,0.0657343159567553,0.236779198050499,NA,"PP",6.98e-15,"protein_coding"
675,"DBF4B",0.852803349494934,NA,"ACBD4, ADAM11, C17orf104, CCDC43, DBF4B, GPATCH8, HEXIM1, HEXIM2, PLCD3",0.722571303447088,0.122565502927892,0.84513680637498,0,3,0.146511051803827,0.0150223025079672,0.148478746414184,NA,"PP",2.575e-16,"protein_coding"
675,"ACBD4",0.6827831864357,1,"ACBD4, ADAM11, C17orf104, CCDC43, DBF4B, GPATCH8, HEXIM1, HEXIM2, PLCD3",0.722571303447088,0.122565502927892,0.84513680637498,0,2,0.146511051803827,0.0150223025079672,0.148478746414184,NA,"SBP",7.295e-33,"protein_coding"
675,"PLCD3",0.829262554645538,1,"ACBD4, ADAM11, C17orf104, CCDC43, DBF4B, GPATCH8, HEXIM1, HEXIM2, PLCD3",0.722571303447088,0.122565502927892,0.84513680637498,0,3,0.146511051803827,0.0150223025079672,0.148478746414184,"rs12946454","SBP",1.01e-33,"protein_coding"
676,"GOSR2",0.756882607936859,NA,"GOSR2",0.756882607936859,NA,NA,0,1,NA,NA,0,"rs17608766","PP",2.83e-68,"protein_coding"
677,"SKAP1",0.87271523475647,NA,"CBX1, NFE2L1, SKAP1, SNX11",0.769153296947479,0.0730876471583114,0.842240944105791,0,4,0.138082583745321,0.00534180416713783,0.0563904047012331,"rs2325885, rs17693878, rs62065796","SBP, PP",1.49e-16,"protein_coding"
678,"SNF8",0.817428112030029,NA,"GIP, HOXB-AS3, HOXB3, HOXB6, HOXB7, SNF8, TTLL6",0.584462425538472,0.209711027738698,0.79417345327717,0,8,0.271793300906817,0.043978715155221,0.250483959913254,NA,"PP",6.94e-20,"protein_coding"
679,"ZNF652",0.725269258022308,NA,"ZNF652",0.725269258022308,NA,NA,0,1,NA,NA,0,"rs12940887","DBP",1.86405e-34,"protein_coding"
680,"ACOX1",0.83600640296936,NA,"ACOX1, FBF1, MRPL38",0.727058072884877,0.145163851406941,0.872221924291818,0,4,0.163422495126724,0.0210725437552964,0.13687065243721,"rs2467099","DBP",7.58e-12,"protein_coding"
681,"SLC2A4",0.937248229980469,1,"CHD3, CLDN7, EIF4A1, ELP5, FXR2, KDM6B, LSMD1, MPDU1, PER1, PHF23, RP11-599B13.6, SENP3, SHBG, SLC2A4, SNORA67, SNORA67, TNFSF12, TP53, VAMP2",0.630820338663302,0.255589272080369,0.886409610743671,0,12,0.32345166305701,0.0653258760025728,0.188066184520721,"rs5417, rs5418","SBP",1.522e-18,"protein_coding"
681,"SHBG",0.827918469905853,1,"CHD3, CLDN7, EIF4A1, ELP5, FXR2, KDM6B, LSMD1, MPDU1, PER1, PHF23, RP11-599B13.6, SENP3, SHBG, SLC2A4, SNORA67, SNORA67, TNFSF12, TP53, VAMP2",0.630820338663302,0.255589272080369,0.886409610743671,0,2,0.32345166305701,0.0653258760025728,0.188066184520721,NA,"SBP",3.12e-16,"protein_coding"
682,"FHOD3",0.741486549377441,NA,"FHOD3",0.741486549377441,NA,NA,0,3,NA,NA,0,"rs138340381, rs61735998","PP",1.98e-11,"protein_coding"
683,"MAPK4",0.759204566478729,NA,"MAPK4",0.759204566478729,NA,NA,0,4,NA,NA,0,"rs61148001, rs745821, rs4939993, rs57091267","DBP,SBP",1.27e-13,"protein_coding"
684,"WDR7",0.755336403846741,NA,"WDR7",0.755336403846741,NA,NA,0,1,NA,NA,0,"rs10048404","SBP",1.91e-16,"protein_coding"
685,"BCL2",0.721747159957886,0.75,"BCL2",0.721747159957886,NA,NA,0,50,NA,NA,0,"rs12454712","SBP",5.82e-09,"protein_coding"
686,"DNMT1",0.801815748214722,NA,"DNMT1, S1PR2",0.718950778245926,0.117188764375511,0.836139542621437,1,23,0.165729939937592,0.0137332064958589,0.082864969968796,"rs10409243","SBP",8.1e-23,"protein_coding"
687,"LDLR",0.889687180519104,1,"DKFZP761J1410, ELAVL3, KANK2, LDLR, RGL3, SPC24",0.72069251537323,0.148198839554055,0.868891354927285,2,26,0.202793598175049,0.0219628960451686,0.121513426303864,"rs17248727","PP",2.08e-12,"protein_coding"
688,"DAZAP1",0.752793371677399,NA,"DAZAP1",0.752793371677399,NA,NA,0,10,NA,NA,0,"rs3760994","PP",4.27e-11,"protein_coding"
689,"NOTCH3",0.919244945049286,NA,"NOTCH3",0.919244945049286,NA,NA,0,11,NA,NA,0,"rs10418305, rs7408868, rs34547756","PP",6.225e-17,"protein_coding"
690,"MYO9B",0.791998624801636,1,"HAUS8, MYO9B",0.767416208982468,0.0347647858473623,0.80218099482983,0,13,0.049164831638336,0.00120859033501296,0.024582415819168,"rs55957788, rs7246865, rs1077795","DBP",1.62e-23,"protein_coding"
691,"ATP13A1",0.737713575363159,NA,"ATP13A1, ZNF101",0.726839780807495,0.0153778677350787,0.742217648542574,0,1,0.0217475891113279,0.000236478816077574,0.0108737945556638,NA,"",NA,"protein_coding"
692,"KLF16",0.598156809806824,NA,"ATP8B3, KLF16, REXO1",0.56071933110555,0.0406781451348505,0.601397476240401,0,2,0.0561562180519105,0.00165471149161196,0.0403616130352019,NA,"SBP",2.31e-08,"protein_coding"
693,"SF3A2",0.784150540828705,NA,"AMH, DOT1L, PLEKHJ1, SF3A2",0.690148666501045,0.170096926899891,0.860245593400937,0,14,0.219002544879913,0.0289329645407869,0.193738713860512,NA,"PP",2.26e-17,"protein_coding"
694,"CCNE1",0.788312792778015,NA,"CCNE1, POP4",0.710160821676254,0.110523577458301,0.820684399134555,0,61,0.156303942203522,0.012215461174181,0.078151971101761,"rs997669","DBP",3.925e-20,"protein_coding"
695,"SARS2",0.85808140039444,NA,"FBXO17, SARS2",0.806077182292938,0.0735450705397519,0.87962225283269,0,4,0.104008436203003,0.00540887740069708,0.0520042181015014,"rs12983238","DBP",3.23e-10,"protein_coding"
696,"KDM4B",0.782683491706848,NA,"KDM4B, UHRF1",0.592667013406754,0.268723880686367,0.86139089409312,1,19,0.380032956600189,0.0722125240511406,0.190016478300094,"rs169080, rs2613765","SBP",5.71e-15,"protein_coding"
697,"INSR",0.863395988941193,NA,"ARHGEF18, INSR",0.785957872867584,0.109514033995919,0.895471906863504,1,37,0.154876232147217,0.0119933236420593,0.0774381160736083,"rs7508679, rs7248104, rs12461206, rs57432701, rs4247374, rs12978472, rs11671314, rs62109585","PP,DBP, SBP",1.56e-19,"protein_coding"
698,"KANK3",0.752962172031403,NA,"KANK3",0.752962172031403,NA,NA,0,0,NA,NA,0,"rs2009733","DBP",5.1e-12,"protein_coding"
699,"ARHGAP15",0.833785593509674,NA,"ARHGAP15",0.833785593509674,NA,NA,0,1,NA,NA,0,"rs7606205","DBP",2.36e-11,"protein_coding"
700,"CCDC141",0.426514059305191,NA,"CCDC141",0.426514059305191,NA,NA,0,0,NA,NA,0,"rs151041685, rs7591091, rs13031826, rs55844607, rs79146658, rs10497529","DBP, PP",5.095e-27,"protein_coding"
701,"KLF7",0.733169853687286,NA,"KLF7",0.733169853687286,NA,NA,0,0,NA,NA,0,"rs1263671","DBP, PP",4.69e-09,"protein_coding"
702,"TDRD15",0.490951210260391,NA,"C2orf43, TDRD15",0.38701844215393,0.146983130231134,0.534001572385065,0,0,0.207865536212921,0.0216040405725426,0.10393276810646,NA,"PP",3.4645e-08,"protein_coding"
703,"FN1",0.793628573417664,NA,"FN1",0.793628573417664,NA,NA,0,38,NA,NA,0,"rs34923683, rs1250247, rs1250259","PP",1.7e-30,"protein_coding"
704,"PNKD",0.807459950447083,NA,"PNKD, TNS1",0.731584578752518,0.107303979700553,0.838888558453071,0,2,0.15175074338913,0.0115141440595768,0.0758753716945649,"rs10193383, rs1870123","SBP, PP",5.01e-08,"protein_coding"
705,"KCNK3",0.783031582832336,0.75,"KCNK3",0.783031582832336,NA,NA,0,1,NA,NA,0,"rs1275985, rs1275988, rs35021474","SBP",1.21e-67,"protein_coding"
706,"FOSL2",0.749543011188507,NA,"FOSL2",0.749543011188507,NA,NA,0,7,NA,NA,0,"rs7562","SBP",3.296e-12,"protein_coding"
707,"PRKCE",0.807899415493012,NA,"PRKCE",0.807899415493012,NA,NA,1,29,NA,NA,0,"rs687914, rs10495928, rs11690961","DBP, PP",4.63e-21,"protein_coding"
708,"RTN4",0.715863049030304,NA,"CCDC104, RTN4, SMEK2",0.592648625373841,0.130166917805263,0.722815543179103,0,9,0.184821635484695,0.016943426490922,0.12968373298645,"rs2920899","SBP",9.45e-08,"protein_coding"
709,"POLR1A",0.781878471374512,NA,"IMMT, MRPL35, POLR1A, PTCD3, REEP1, TCF7L1",0.724706406394641,0.16228877356921,0.88699517996385,1,19,0.123549348115922,0.0263376460265983,0.0664556026458742,"rs72847885","SBP, DBP",3.84e-13,"protein_coding"
710,"SLX4IP",0.669813573360443,NA,"SLX4IP",0.669813573360443,NA,NA,0,14,NA,NA,0,"rs11699025, rs680515, rs1466698, rs552525086, rs6074155, rs596547, rs856999, chr20:10573001:I","PP, DBP",5.21e-12,"protein_coding"
711,"JAG1",0.79025000333786,0.75,"JAG1, JAG1, SLX4IP",0.750104526678721,0.0695340052676992,0.81963853194642,0,10,0.0602182149887085,0.00483497788856842,0.0602182149887085,"rs35761929","PP, DBP",1.23e-10,"protein_coding"
712,"GSS",0.834828674793243,NA,"DYNLRB1, GSS, MYH7B, TRPC4AP",0.777039751410484,0.0465128320033895,0.823552583413874,2,23,0.0770518978436783,0.00216344354097553,0.0619441717863077,NA,"PP",0.002006,"protein_coding"
713,"GNAS",0.721497237682343,0.75,"GNAS, ZNF831",0.577144578099251,0.204145488947035,0.781290067046286,1,13,0.288705319166184,0.0416753806574241,0.144352659583092,"rs6026578, rs185799410, rs8121252","DBP, SBP",2.4545e-11,"protein_coding"
714,"TCEA2",0.849140763282776,NA,"DNAJC5, RGS19, TCEA2, TPD52L2, ZBTB46",0.737735426425934,0.092984733709133,0.830720160135067,0,6,0.139256671071053,0.00864616070295837,0.02767938375473,"rs35213536, rs13039439","DBP",1.44e-22,"protein_coding"
715,"RRP1B",0.718501746654511,NA,"HSF2BP, RRP1B, SIK1",0.676820794741313,0.135164255499113,0.811985050240426,0,4,0.164121985435485,0.0182693759646296,0.130255132913589,"rs9306160","DBP",4.65e-16,"protein_coding"
715,"SIK1",0.786235451698303,0.75,"HSF2BP, RRP1B, SIK1",0.676820794741313,0.135164255499113,0.811985050240426,0,4,0.164121985435485,0.0182693759646296,0.130255132913589,"rs137923903","DBP",1.59e-22,"protein_coding"
716,"ZC3H7B",0.725913107395172,NA,"ZC3H7B",0.725913107395172,NA,NA,0,0,NA,NA,0,NA,"PP",6.36e-08,"protein_coding"
717,"XRCC6",0.693227171897888,NA,"XRCC6",0.693227171897888,NA,NA,1,59,NA,NA,0,"rs73161324","PP",7.55e-11,"protein_coding"
718,"CEP97",0.860680758953095,NA,"CEP97, FAM172BP, NXPE3, RPL24, SENP7",0.5283536888659,0.305033699779413,0.833387388645313,0,8,0.415408837608993,0.0930455580011171,0.164922118186951,"rs145072852","",NA,"protein_coding"
719,"MBNL1",0.803198099136353,NA,"MBNL1",0.803198099136353,NA,NA,0,4,NA,NA,0,"rs146975914, rs13077912","PP",1.05e-06,"protein_coding"
720,"MECOM",0.894408166408539,NA,"MECOM",0.894408166408539,NA,NA,0,8,NA,NA,0,"rs11721038, rs2242338, rs1420476, rs1290790, rs419076, rs448378, rs1918966, rs4955658, rs73174306, rs6770911, rs4955571","DBP,SBP",1.39e-53,"protein_coding"
721,"SENP2",0.78151923418045,NA,"SENP2",0.78151923418045,NA,NA,1,65,NA,NA,0,"rs12374077, rs4687477","DBP",1.15e-21,"protein_coding"
722,"SLC4A7",0.823417901992798,NA,"SLC4A7",0.823417901992798,NA,NA,0,5,NA,NA,0,"rs112895819, rs9848210","DBP, SBP",5.96e-20,"protein_coding"
723,"RBMS3",0.758964657783508,NA,"RBMS3",0.758964657783508,NA,NA,0,1,NA,NA,0,"rs72851229","DBP",3.63e-09,"protein_coding"
724,"TRAK1",0.882914662361145,NA,"TRAK1, ULK4",0.8371362388134,0.0647404674452802,0.901876706258681,0,3,0.0915568470954891,0.00419132812503338,0.0457784235477445,NA,"PP",2.185e-71,"protein_coding"
725,"RHOA",0.693227171897888,NA,"ACTBP13, BSN, DAG1, NICN1, RHOA, RNF123",0.585373760511478,0.267719120459286,0.853092880970764,1,19,0.26187314838171,0.0716735274594936,0.240410134196281,NA,"SBP",1.228e-08,"protein_coding"
726,"STAB1",0.829549431800842,NA,"NT5DC2, SMIM4, STAB1",0.695450445016225,0.118793259182134,0.814243704198359,0,1,0.201148480176925,0.0141118384271135,0.113073587417602,"rs13303","PP",1.65e-10,"protein_coding"
727,"CACNA1D",0.903744339942932,1,"CACNA1D",0.903744339942932,NA,NA,0,5,NA,NA,0,"rs3821843, rs9810888, rs7340705, rs2612016, rs144980716","SBP, DBP",1.03e-11,"protein_coding"
728,"SLC39A8",0.86457896232605,NA,"MANBA, SLC39A8",0.845923095941544,0.0263833792587894,0.872306475200333,0,0,0.037311732769013,0.000696082701113119,0.0186558663845066,"rs112519623, rs13107325","DBP",1.1400000000186e-77,"protein_coding"
729,"ZNF827",0.735766470432282,NA,"C4orf51, ZNF827",0.418980542570353,0.448002955551285,0.866983498121638,0,5,0.633571855723858,0.200706648182687,0.316785927861929,"rs4835266, rs7679276","PP",1.01e-13,"protein_coding"
730,"HGFAC",0.879364013671875,NA,"HGFAC",0.879364013671875,NA,NA,0,1,NA,NA,0,"rs3752440, rs2498323","PP",3.07e-17,"protein_coding"
731,"RBM47",0.734616577625275,NA,"RBM47",0.734616577625275,NA,NA,0,0,NA,NA,0,"rs35529250","",NA,"protein_coding"
732,"AFAP1",0.545371532440186,NA,"AFAP1",0.545371532440186,NA,NA,0,8,NA,NA,0,"rs7437940, rs28734123","PP",8.905e-06,"protein_coding"
733,"TERT",0.686331272125244,0.75,"TERT",0.686331272125244,NA,NA,1,35,NA,NA,0,"rs10069690, rs2853676","SBP, DBP",4.47e-17,"protein_coding"
734,"HTR4",0.72675347328186,0.75,"ADRB2, FBXO38, HTR4, SH3TC2, SPINK9",0.648993365466595,0.322486297779082,0.971479663245677,1,0,0.292439246550203,0.103997412255259,0.081420183181763,"rs11168048, rs34070447, rs1368386, rs67809946, rs13156027","PP,DBP, SBP",3.84e-08,"protein_coding"
734,"ADRB2",0.882944762706757,1,"ADRB2, FBXO38, HTR4, SH3TC2, SPINK9",0.648993365466595,0.322486297779082,0.971479663245677,0,62,0.292439246550203,0.103997412255259,0.081420183181763,"rs1800888","DBP",1.22e-09,"protein_coding"
735,"SGCD",0.945888698101044,NA,"SGCD",0.945888698101044,NA,NA,0,0,NA,NA,0,"rs256837, rs157350, rs157678","PP",1.145e-08,"protein_coding"
736,"EBF1",0.711257994174957,NA,"EBF1",0.711257994174957,NA,NA,0,1,NA,NA,0,"rs31864, rs1432679, rs62385385(^), rs149148360, rs888987, rs17717829","PP,DBP",4.69e-30,"protein_coding"
737,"ITGA1",0.764749228954315,NA,"ITGA1",0.764749228954315,NA,NA,0,3,NA,NA,0,"rs6867399, rs73754057","PP",4.97e-07,"protein_coding"
738,"ARL15",0.498513787984848,NA,"ARL15",0.498513787984848,NA,NA,0,1,NA,NA,0,"rs1694068, rs67199213","SBP",1.18e-17,"protein_coding"
739,"MAP1B",0.785916924476624,NA,"MAP1B, MRPS27",0.748451679944993,0.0529838569342577,0.80143553687925,0,17,0.0749304890632629,0.00280728909562988,0.0374652445316315,"rs7716079, rs72761109","SBP, PP",9.12e-12,"protein_coding"
740,"GJA1",0.876127302646637,1,"GJA1",0.876127302646637,NA,NA,0,36,NA,NA,0,"rs7759673","PP",4.67e-13,"protein_coding"
741,"PHACTR1",0.50995397567749,0.75,"PHACTR1",0.50995397567749,NA,NA,0,1,NA,NA,0,"rs9349379","PP",1.32e-36,"protein_coding"
742,"AIG1",0.824953258037567,NA,"AIG1",0.824953258037567,NA,NA,0,0,NA,NA,0,"rs9496542, rs6941056, rs1469789","PP,DBP",3.99e-22,"protein_coding"
743,"SYNE1",0.877525448799133,NA,"ESR1, SYNE1",0.859562993049621,0.0254027485344857,0.884965741584107,0,1,0.035924911499023,0.000645299633106317,0.0179624557495115,"rs13206305, rs35764603, rs6904757","PP",2.25e-08,"protein_coding"
744,"THBS2",0.843228459358215,0.75,"THBS2",0.843228459358215,NA,NA,0,3,NA,NA,0,"rs3252, rs11759438, rs73046010, rs73046018","PP",1.05e-20,"protein_coding"
745,"CDKAL1",0.692655503749847,0.75,"CDKAL1",0.692655503749847,NA,NA,0,0,NA,NA,0,"rs9295474, rs4712523, rs4712524, rs10946398, rs7754840, rs7756992, rs9368222, rs10440833, rs2206734, rs79205226","SBP",2.195e-11,"protein_coding"
746,"SLC44A4",0.876142859458923,NA,"AGPAT1, ATF6B, BAG6, BTNL2, C2, C6orf10, C6orf25, CFB, CLIC1, CSNK2B, CYP21A1P, CYP21A2, FKBPL, HCG23, HLA-DRA, HLA-DRB9, LSM2, LY6G5B, MSH5, NOTCH4, PPT2, PRRC2A, PRRT1, SAPCD1, SLC44A4, STK19, STK19P, TNXB, VARS, VWA7",0.65267913689216,0.20725580522828,0.85993494212044,0,0,0.231169368172514,0.0429549688008226,0.177951276302338,NA,"DBP, SBP",1.49e-30,"protein_coding"
747,"SLC22A7",0.802979230880737,0.75,"CRIP3, SLC22A7, ZNF318",0.6061951816082,0.170807784858939,0.777002966467139,0,0,0.295176073908805,0.0291752993684175,0.153339728713036,"rs2270860","SBP",1.41e-22,"protein_coding"
748,"VEGFA",0.872544169425964,1,"VEGFA",0.872544169425964,NA,NA,1,52,NA,NA,0,"rs6905288","DBP",7.79e-23,"protein_coding"
749,"TFAP2D",0.615781605243683,NA,"TFAP2D",0.615781605243683,NA,NA,0,0,NA,NA,0,"rs78648104","SBP",2.37e-15,"protein_coding"
750,"COL21A1",0.822614848613739,NA,"COL21A1",0.822614848613739,NA,NA,0,0,NA,NA,0,"rs115079907, rs12209452, rs200999181, rs2764043, rs9475640, rs1925149, rs1925153","PP",4.145e-16,"protein_coding"
751,"TXNDC5",0.739240765571594,NA,"BLOC1S5, BMP6, EEF1E1-BLOC1S5, TXNDC5",0.725516855716705,0.0627226302151971,0.788239485931902,0,5,0.0697015126546223,0.00393412834111236,0.0441692769527439,"rs1150893, rs2567226","PP, SBP",4.25e-09,"protein_coding"
752,"TRIP6",0.793502032756805,NA,"ACHE, SLC12A9, SRRT, TRIP6, UFSP1",0.724051040410996,0.185145460255189,0.909196500666184,0,11,0.212941192090512,0.0342788414531057,0.06013935804367,"rs12705090","PP",2.23e-19,"protein_coding"
753,"NOS3",0.894327640533447,0.75,"GIMAP4, NOS3",0.771913886070251,0.173119191782861,0.945033077853113,2,17,0.244827508926391,0.029970254563551,0.122413754463195,"rs3918226, rs3793341, rs891511","DBP, SBP",1.055e-43,"protein_coding"
754,"HDAC9",0.800772130489349,NA,"HDAC9",0.800772130489349,NA,NA,0,54,NA,NA,0,"rs13231835, rs11543651","SBP,DBP",NA,"protein_coding"
755,"HOXA3",0.808216392993927,NA,"HIBADH, HOTTIP, HOXA-AS2, HOXA13, HOXA3, HOXA4, HOXA6",0.444884843059949,0.283675185020276,0.728560028080225,0,0,0.423886808256308,0.0804716105962881,0.441820036619902,"rs6969780","SBP",1.91e-08,"protein_coding"
755,"HOXA4",0.733259618282318,NA,"HIBADH, HOTTIP, HOXA-AS2, HOXA13, HOXA3, HOXA4, HOXA6",0.444884843059949,0.283675185020276,0.728560028080225,0,0,0.423886808256308,0.0804716105962881,0.441820036619902,NA,"SBP",1.78e-08,"protein_coding"
756,"CREB5",0.738844931125641,NA,"CREB5",0.738844931125641,NA,NA,0,2,NA,NA,0,"rs17156878, rs917275, rs62443821, rs12533079, rs2282909","PP,SBP",3.65e-19,"protein_coding"
757,"TBX20",0.789418756961823,NA,"TBX20",0.789418756961823,NA,NA,0,0,NA,NA,0,"rs3206736","DBP",7.65e-13,"protein_coding"
758,"BLK",0.676445424556732,NA,"BLK",0.676445424556732,NA,NA,0,12,NA,NA,0,NA,"SBP",6.91e-22,"protein_coding"
