Gene	REVEL.max	MetaSVM_rankscore.max	MetaLR_rankscore.max	MCAP.max	wgEncodeBroadHmmHuvecHMM.count	betamax	logpval_gwascatalog	Adipose - Subcutaneous_GTExTPM	Adipose - Visceral (Omentum)_GTExTPM	Adrenal Gland_GTExTPM	Artery - Aorta_GTExTPM	Artery - Coronary_GTExTPM	Artery - Tibial_GTExTPM	Bladder_GTExTPM	Brain - Amygdala_GTExTPM	Brain - Anterior cingulate cortex (BA24)_GTExTPM	Brain - Caudate (basal ganglia)_GTExTPM	Brain - Cerebellar Hemisphere_GTExTPM	Brain - Cerebellum_GTExTPM	Brain - Cortex_GTExTPM	Brain - Frontal Cortex (BA9)_GTExTPM	Brain - Hippocampus_GTExTPM	Brain - Hypothalamus_GTExTPM	Brain - Nucleus accumbens (basal ganglia)_GTExTPM	Brain - Putamen (basal ganglia)_GTExTPM	Brain - Spinal cord (cervical c-1)_GTExTPM	Brain - Substantia nigra_GTExTPM	Breast - Mammary Tissue_GTExTPM	Cells - Cultured fibroblasts_GTExTPM	Cells - EBV-transformed lymphocytes_GTExTPM	Cervix - Ectocervix_GTExTPM	Cervix - Endocervix_GTExTPM	Colon - Sigmoid_GTExTPM	Colon - Transverse_GTExTPM	Esophagus - Gastroesophageal Junction_GTExTPM	Esophagus - Mucosa_GTExTPM	Esophagus - Muscularis_GTExTPM	Fallopian Tube_GTExTPM	Heart - Atrial Appendage_GTExTPM	Heart - Left Ventricle_GTExTPM	Kidney - Cortex_GTExTPM	Kidney - Medulla_GTExTPM	Liver_GTExTPM	Lung_GTExTPM	Minor Salivary Gland_GTExTPM	Muscle - Skeletal_GTExTPM	Nerve - Tibial_GTExTPM	Ovary_GTExTPM	Pancreas_GTExTPM	Pituitary_GTExTPM	Prostate_GTExTPM	Skin - Not Sun Exposed (Suprapubic)_GTExTPM	Skin - Sun Exposed (Lower leg)_GTExTPM	Small Intestine - Terminal Ileum_GTExTPM	Spleen_GTExTPM	Stomach_GTExTPM	Testis_GTExTPM	Thyroid_GTExTPM	Uterus_GTExTPM	Vagina_GTExTPM	Whole Blood_GTExTPM	DeepSEA_Functional_Significance	ExomiserScore	humanscore_Exomiser	mousescore_Exomiser	fishscore_Exomiser	ppiscore_Exomiser	BPmed	SideeffectFreq	Sideeffectseverity	Others	Mechanism	RVIS_Score	Rank	humancellsensitivity	humancellspecificity	mousecellsensitivity	mousecellspecificity	ui_panglaoDB	CpGcount	DNaseCluster_count	EnhancerCount	SDI	H3k4me1_count	SignalValue_H3k4me1_median	H3k4me3_count	SignalValue_H3k4me3_median	H3k27Ac_count	SignalValue_H3k27Ac_median	pLI_ExAC	CNVs_ExAC	Gene_length	MGI_Gene	Ratmodel_Gene	GDI_Score	GTEx_signif_sexbias	HIPred	IPA_BP	IPA_Activity	O_GlcNAc_Score	EMS_Max	PharmGKB_Score	ExAc_constraint_obs_exp	PolyPhen	DANN_score	CADD_RAW	Eigen-raw_coding_rankscore	GenoCanyon_rankscore	M-CAP_rankscore	MetaLR_rankscore	MetaSVM_rankscore	MutationAssessor_rankscore	REVEL_score	fathmm-MKL_coding_score	integrated_fitCons_rankscore	LoFtool	GERP_Rankscore	BPlabel
FTO	NA	NA	NA	NA	81	0.2472	423	7.15525	5.43258	8.07856	8.59244	8.2688	10.7925	6.66629	4.75062	6.30614	7.39166	13.6294	10.4638	6.96869	9.17944	4.8225	7.39477	8.03894	5.47853	7.44715	5.4813	7.44015	9.37891	4.71884	10.1338	9.51687	6.48773	3.33097	6.47023	2.80128	6.52468	8.01926	3.3008	2.40296	2.32029	2.51245	1.44702	6.28746	4.19656	3.88467	8.49419	7.30229	1.59675	8.28389	5.2799	5.2688	5.78489	3.26162	3.07847	2.46785	2.52139	7.12676	9.43395	6.03386	0.640792	0.001608	0.502621088	0	0	0	0.502621088	NA	NA	NA	NA	NA	-0.29	56	NA	NA	NA	NA	NA	NA	202	336	2.19615612	785	7.28204	72	8.37753	279	6.41355	0.011344576	5	417978	NA	NA	98.07425	1	0.38356629	0	0	1.181527128	NA	2	NA	NA	NA	2.387676	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.392	NA	probable
GABBR1	0.388	0.78	0.856	NA	61	-0.8276	6	43.8542	49.9507	34.4484	93.6765	72.4845	75.1221	73.7068	131.074	197.129	161.357	327.058	276.602	168.592	210.799	99.8173	123.825	229.62	135.908	37.1734	77.0842	56.7715	29.2001	4.09661	147.878	143.502	85.7858	44.157	101.868	28.4657	92.7772	132.658	32.829	14.5622	21.291	36.2169	4.16766	61.4512	37.8225	5.98352	117.131	136.423	8.94714	75.8852	94.8534	46.2015	36.0892	47.3787	95.714	25.9619	23.8362	75.4037	169.139	91.4176	19.6419	0.02116	0	0	0	0	0	2	5	2	NA	NA	-0.43	NA	0	0.0018797	0	0.175851	0.14	2	75	26	8.84810219	144	9.18917	58	9.07714	52	7.13562	0.999969901	1	78347	NA	NA	1567.59549	1	0.630912066	0	0	NA	NA	NA	0.651202925	0.015	NA	1.531259	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.672	NA	probable
GATA2	NA	NA	NA	NA	184	-0.235	17	24.1715	16.2458	2.94125	7.78336	10.7761	5.8212	21.7365	1.57819	1.43918	1.85741	0.984289	1.98939	2.91614	1.86623	1.76417	1.9534	1.47055	1.86782	2.73577	3.00861	17.7586	5.92543	0.0550476	62.0609	65.8403	6.89509	6.5817	13.8737	5.35126	14.567	57.4669	7.58952	7.84725	13.7062	20.3359	0.621733	55.8983	5.63725	3.70015	15.6069	4.51097	6.86076	14.4716	69.6956	8.00454	11.5309	9.66046	16.0455	6.78091	6.18994	12.3802	86.0895	38.6667	0.86309	NA	0.564666898	0	0.564666898	0	0.516499883	2	5	2	NA	NA	-0.42	NA	0.0294118	0.0134712	0.933333	0.0218158	0.02	13	36	28	2.75424746	49	5.0423	52	24.4039	49	25.7391	0.97976209	0	13758	NA	NA	2249.29606	NA	0.836875796	0	0	NA	NA	NA	0.682156593	NA	NA	0.802574	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.613	NA	probable
GCK	NA	NA	NA	NA	147	0.2265	91.15490196	0.505509	0.524437	0.144547	2.31058	1.42981	1.70327	0.940226	2.10417	2.3116	1.49931	7.23746	7.12227	2.5009	2.4769	1.44678	6.5	2.19727	1.17528	1.8146	2.00202	0.507038	0.530186	0.0429118	2.94417	2.72917	0.422986	0.265859	0.76045	0.237101	0.643138	1.10129	3.12271	0.355049	0.153421	0.591947	0.98202	0.381976	0.190075	0.0397547	1.26193	1.47063	0.64343	34.5013	0.896409	0.288905	0.308936	0.340688	0.450424	0.347492	0.902858	0.512821	1.52501	1.61699	0.0302583	0.038467	0.506166285	0	0	0	0.506166285	1	NA	NA	1	NA	-0.36	NA	0	0	0.225	0.00186555	0.002	3	51	24	2.80882657	96	10.6059	27	8.88599	5	7.07088	0.204306173	4	53897	NA	NA	9.29304	1	0.748405397	0	0	NA	NA	NA	NA	0.982	NA	5.024973	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.575	NA	probable
GDF2	NA	NA	NA	NA	26	0.5164	22.15490196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0115058	0.0388621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0554232	0	0	0	8.26487	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129494	0	0	0	0	NA	0.609459847	0.609459847	0	0	0	1	NA	NA	NA	NA	-0.38	NA	NA	NA	NA	NA	NA	NA	12	NA	3.85244898	NA	NA	NA	NA	NA	NA	0.086007141	17	3761	NA	NA	58.06389	NA	0.295108467	1	2	NA	NA	NA	NA	NA	NA	1.826161	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.126	NA	probable
GIP	0.027	0.364	0	NA	247	-0.4044	9.15490196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84196	0	0	0	0	NA	0.509274942	0	0	0	0.509274942	NA	NA	NA	NA	NA	0.53	180	0	0	0.0606061	0.00855195	0.007	NA	16	6	4.95013216	49	9.11632	15	6.51252	19	6.88391	0.162839345	7	10042	NA	NA	415.38531	NA	0.123297259	0	0	NA	NA	NA	NA	NA	NA	0.670156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	probable
GIPR	NA	NA	NA	NA	17	-0.1996	59.15490196	6.12077	10.7711	0.332615	0.315585	0.565663	0.235272	1.37373	0.994459	0.490038	0.791442	0.582442	0.832165	0.775665	0.647111	2.1688	2.04095	2.06094	1.16392	1.98932	2.60394	8.68989	0.628723	23.7693	0.515996	0.415152	0.279892	6.03707	0.166776	2.42162	0.158791	5.26264	9.32876	2.10188	0.906492	4.1342	0.321825	5.78537	8.75224	0.0931877	0.488467	0.192543	4.77631	0.59279	8.14021	4.02501	5.02612	5.1631	4.69225	8.53266	0.504048	3.38557	0.273426	3.13174	0.959234	NA	0.503872454	0	0	0	0.503872454	2	5	2	NA	NA	0.69	NA	NA	NA	NA	NA	NA	3	17	16	1.98266541	124	9.57458	49	3.37034	NA	NA	2.54083E-22	19	15480	NA	NA	1766.09386	1	0.238498077	0	0	NA	NA	4	NA	NA	NA	0.693625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	probable
GJA1	NA	NA	NA	NA	187	-0.8326	16.52287875	87.5079	196.106	439.809	387.85	100.613	74.6761	120.858	227.139	227.424	226.864	55.4719	84.0072	173.711	188.073	107.427	120.733	210.888	157.685	67.0512	152.944	86.4847	199.746	0.356516	355.033	368.879	25.832	20.747	171.662	105.928	244.369	53.373	48.5423	69.2371	18.714	16.6665	2.1737	101.1	41.3305	6.87475	66.675	63.3088	5.89061	39.9564	102.361	485.124	408.141	32.0795	3.46189	21.2313	35.6586	202.412	98.3878	322.395	0.305834	0.17305	0.900502883	0.900502883	0.570663532	0	0.523445917	3	NA	NA	NA	NA	-0.27	NA	1	0.0632832	1	0.107154	0.1	NA	23	68	24.59899632	132	7.76286	57	46.7589	74	23.9498	0.21554685	0	14035	NA	NA	29.87324	NA	0.833060265	0	0	NA	NA	NA	NA	NA	NA	0.880631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	most likely
GNAS	NA	NA	NA	NA	29	0.2409	37.69897	222.648	208.378	230.051	339.717	261.309	306.929	191.948	281.891	361.45	123.04	474.116	368.285	356.567	501.24	229.836	548.585	143.182	111.69	241.872	212.783	203.797	244.805	234.501	275.786	263.43	219.648	139.871	223.185	159.321	216.79	210.185	194.798	174.91	109.573	174.677	56.1306	224.296	423.827	263.945	189.286	236.841	88.2003	1324.37	181.857	116.453	122.434	130.475	154.187	125.231	118.222	727.253	253.349	247.648	182.568	0.013646	0.957427108	0.957427108	0	0	0.51832349	2	4	2	NA	NA	-0.02	NA	NA	NA	NA	NA	NA	26	93	300	5.98324176	306	8.04791	97	10.0922	111	8.95654	0.999540082	11	71474	NA	NA	290.01884	1	0.703993857	1	2	NA	NA	2.25	0.76895748	0.166	NA	1.256024	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	NA	probable
GPR3	NA	NA	NA	NA	1	NA	5.22184875	1.69546	2.49011	0.483118	0.909896	1.08833	0.726728	0.877198	1.89293	3.72737	1.41201	5.63689	6.20688	4.83625	5.10209	2.23764	4.04781	1.66021	1.31678	1.18675	1.95474	1.36112	2.53057	0.561668	0.69654	0.715253	0.723922	0.492082	0.630378	0.582441	0.697907	1.92197	2.94364	0.431801	1.00348	1.04315	0.0736473	3.09652	0.686156	0.298626	0.642118	0.474442	0.18949	5.89264	1.11338	0.973541	0.866703	0.602858	0.44942	0.630301	0.595451	2.95411	1.01169	0.718447	0.176235	0.0012327	0.500003771	0	0	0	0.500003771	1	NA	NA	NA	NA	0.06	NA	NA	NA	NA	NA	NA	2	5	NA	1.97547522	16	5.55895	5	10.3416	18	9.81108	0.020935797	2	3170	NA	NA	114.40031	NA	0.458951801	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.338	NA	probable
GRIN2B	NA	NA	NA	NA	297	-0.8064	33.39794001	0.0375207	0.0548507	0.00744376	0.00427688	0.0130188	0.00762543	0.00676347	2.04687	3.77189	3.99781	0.556476	0.583835	5.07314	6.86726	2.67902	1.5226	5.56279	2.3078	0.17123	0.399433	0.0517788	0.00761008	0.00334462	0.0157713	0.01975	0.0230605	0.0316061	0.0246109	0.0115106	0.020042	0.0213295	0.00550971	0.00293746	0.0193851	0.0318961	0.0164392	0.028681	0.0240421	0.0025393	0.95819	0.0181679	0.00368547	0.0592792	0.0119557	0.0205222	0.0222037	0.0410926	0.0116746	0.0305021	0.631728	0.0312682	0.012803	0.0155512	0.00164657	0.33869	0.501585956	0	0	0	0.501585956	2	4	3	NA	NA	-2.41	NA	0	0.00501253	0	0.0946605	0.076	6	133	NA	10.67917885	NA	NA	NA	NA	NA	NA	0.999994896	1	439888	NA	NA	41.83799	NA	0.778094649	1	1	NA	NA	1.75	0.333259829	0.999	0.998501204	4.09783	0.83471	0.50053	0.92142	0.92185	0.93379	0.71463	0.87	0.9839	0.28877	0.169	0.73797	probable
GUCY1A3	NA	NA	NA	NA	467	0.3888	NA	10.5418	9.81905	1.88244	23.7071	28.9841	24.0408	3.37131	3.23413	4.10561	4.29118	1.47348	1.82873	4.39185	5.27939	2.37737	3.90819	6.74382	4.01855	3.20593	1.90932	12.2563	0.195905	2.24228	8.18911	9.43802	39.6925	13.6523	19.9204	1.96973	15.6343	8.40534	8.44484	7.30693	3.63738	10.2218	1.48713	14.7939	6.88495	1.81992	6.47752	2.68264	2.95173	5.61009	19.7202	2.22747	2.99803	6.78352	4.96334	3.04867	0.803821	9.02489	12.6982	7.3073	0.210217	0.026689	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	4	29	NA	NA	63	7.2373	40	19.4329	NA	NA	1.41369E-06	3	65638	NA	NA	199.89032	NA	0.593201816	0	0	NA	NA	NA	NA	NA	NA	2.015002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	most likely
GUCY1B3	0.075	0.461	0.585	NA	155	0.4123	NA	20.9058	18.052	2.20439	24.9909	36.6336	43.2801	8.19901	21.5107	39.074	32.4276	34.7237	25.6246	34.0539	68.9375	17.1523	37.1691	53.4331	23.1284	10.4957	14.3798	15.4631	4.06031	14.9786	26.6013	20.8565	47.5339	16.952	37.7744	3.96264	31.1077	16.8543	8.70258	9.41733	7.05223	11.0472	2.82645	28.641	7.31625	3.77522	17.393	8.08483	3.91917	9.7685	14.336	3.44442	4.88706	11.7575	9.78858	6.95663	2.78732	13.9137	28.3366	14.268	0.683765	0.050413	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	-0.56	NA	NA	NA	NA	NA	NA	5	22	11	NA	75	5.22532	49	10.2729	23	13.7911	0.000916634	3	48599	NA	NA	41.67691	1	0.636561334	0	0	NA	NA	NA	0.323391224	NA	NA	1.674328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	most likely
HEPN1	NA	NA	NA	NA	12	-0.2142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15334	0.500006231	0	0	0	0.500006231	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA	1	1	0	4	6.024745	4	11.53375	6	10.5412	0.026229492	NA	1427	NA	NA	13.11329	NA	0.146139458	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
HFE	0.549	0.926	0.93	NA	49	0.2219	269.69897	5.22468	4.87679	8.81602	6.58194	5.87146	5.01614	5.81896	0.768603	0.716574	0.948483	0.321095	0.521071	0.706755	0.669384	0.669634	0.598945	0.860629	0.725777	1.54238	0.907247	5.40223	15.6539	2.41589	5.85486	6.47573	5.88768	4.28323	4.87901	3.61023	4.51896	5.67733	2.2451	1.07014	2.08369	2.58984	3.24452	4.46479	5.47019	0.614463	6.3345	6.28959	2.20335	1.3168	6.09114	2.65165	2.31033	4.1435	7.80063	3.97119	1.55111	6.37591	6.18254	5.30684	0.806209	0.0048366	0	0	0	0	0	3	NA	NA	NA	NA	0.08	116	0	0.000328407	0.5	0.0213708	0.017	NA	8	NA	12.72102078	47	6.3529	44	16.2872	46	10.3536	8.49697E-07	6	11062	NA	NA	796.87118	1	0.146511853	0	0	NA	NA	2.75	NA	NA	NA	3.312245	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.406	NA	most likely
HLA-B	0.383	0.434	0.002	NA	10	0.2636	22	2239.42	1987.06	1025.54	1059.61	1326.24	810.414	1396.39	191.086	152.937	201.775	214.608	222.468	166.17	166.207	210.875	284.102	185.408	212.97	489.933	329.48	1976.32	415.769	5071.19	1593.54	1950.18	802.064	1686.35	801.154	712.287	756.805	1503.69	513.843	382.314	961.497	936.723	467.872	4630.97	995.413	225.686	1505.18	794.281	218.838	721.047	1190.72	2041.47	1927.87	2873.02	6025.09	816.48	392.794	1675.64	1891.94	1555.87	8283.57	NA	0.869202136	0.869202136	0	0	0.504463886	2	3	2	NA	NA	8.95	NA	1	0.637767	0	0	0.116	2	96	132	10.54543118	61	4.41408	115	7.27895	NA	NA	0.002664635	NA	3316	NA	NA	16291.10418	1	0.328141659	0	0	NA	NA	217.25	NA	NA	NA	0.968406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	probable
HLA-DQA1	0.117	0.12	0.001	NA	75	0.2096	287.154902	34.5872	13.662	5.77745	20.3382	23.1619	11.8701	9.04917	1.30947	0.692603	1.43273	0.780567	0.396388	0.564279	0.69635	1.73284	3.78992	0.90238	0.779011	17.0831	3.80885	21.6387	0.0512965	456.036	9.0241	16.1688	6.78104	9.74744	7.45282	7.69065	6.97642	13.2878	3.10347	2.07347	10.6634	21.7841	1.90703	91.4123	10.221	1.7274	30.3848	3.09938	1.30466	9.84807	10.6335	16.76	18.4971	29.7264	90.2687	4.27354	2.00496	13.8787	8.65165	10.3568	17.3138	NA	0	0	0	0	0	1	NA	NA	NA	NA	5.11	NA	0.772727	0.0472843	0	0	0.01	NA	10	46	12.35448238	NA	NA	NA	NA	NA	NA	0.16662533	NA	18883	NA	NA	16622.23863	NA	0.186891869	1	2	NA	NA	2.5	NA	NA	NA	1.223382	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	probable
HLA-DRA	0.011	0.452	0.004	NA	194	0.4063	224.39794	833.128	436.514	257.911	474.324	511.95	294.726	258.895	49.9007	25.9749	52.1133	25.0343	13.1463	18.9502	26.1847	57.0182	104.416	34.4645	31.9225	423.73	114.562	556.399	1.15047	4319.57	181.201	443.442	162.502	204.524	175.656	142.787	174.118	337.884	87.9334	55.4249	236.878	399.097	44.6309	1678.33	208.273	49.4791	823.897	79.0767	36.4379	159.897	237.66	260.468	300.068	982.854	1735.79	143.899	43.6598	300.693	286.677	243.018	579.47	0.035506	0	0	0	0	0	2	5	3	NA	NA	0.3	NA	1	0.209413	0	0	0.039	NA	29	84	14.48467393	NA	NA	NA	NA	NA	NA	0.70016489	NA	5204	NA	NA	116.32725	1	0.356269389	0	0	NA	NA	NA	NA	0.927	0.978087705	2.017935	0.25818	0.12595	0.52748	0.40786	0.38742	0.91674	0.284	0.05169	0.22868	NA	0.47661	probable
HRH1	NA	NA	NA	NA	286	0.5011	29	7.53943	5.63184	0.612625	18.1968	8.144	10.3531	6.11602	2.35501	4.70869	1.01142	0.0871479	0.0991471	4.2417	5.24573	1.26093	1.71773	1.37459	0.731815	0.803699	0.544352	4.65322	12.5494	0.0173163	6.3177	7.73575	5.30823	4.00755	3.6637	2.74696	4.06528	7.32477	0.645733	0.386832	0.931263	1.87245	0.0628549	5.43059	1.96506	0.44814	13.5612	4.59956	0.148729	0.575316	2.36785	5.10345	5.70601	2.90635	0.836122	0.721444	0.953955	2.09362	4.7945	7.50421	0.032843	0.015826	0.502037307	0	0	0	0.502037307	2	5	3	NA	NA	0.37	NA	0	0.000313283	0	0	0	NA	125	33	3.93670914	673	8.60215	287	10.0256	317	19.9899	0.001561168	2	126464	NA	NA	91.19342	1	0.196595117	1	1	NA	NA	3	NA	0.968	NA	1.096887	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.902	NA	probable
HSPA1A	NA	NA	NA	NA	311	-0.3337	19.30103	42.0817	103.575	43.4277	106.289	86.6224	79.7801	121.14	44.8875	42.5532	57.6301	44.8031	53.5992	38.4271	42.4843	63.517	62.4129	51.1278	47.9022	140.147	77.1967	43.558	17.7654	10.9321	128.719	91.7674	130.045	71.2055	102.811	69.0587	94.0183	78.6648	94.008	51.5711	127.645	142.693	119.114	108.799	37.8057	32.0422	64.9629	57.8004	9.86355	108.388	100.728	60.6154	46.361	24.014	46.1259	47.1061	42.5554	57.8153	109.949	85.6699	172.222	NA	0	0	0	0	0	2	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	8	15	21.50009141	65	11.167	66	16.1929	33	12.3074	NA	NA	2432	NA	NA	1907.06868	1	NA	0	0	NA	NA	NA	NA	NA	NA	0.451342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	probable
HSPA1L	0.054	0.048	0.116	NA	2063	0.3317	96.22184875	1.74282	1.82931	2.17879	3.35558	2.66887	2.73891	3.34383	2.48279	3.00763	3.33619	3.20982	2.99654	3.68289	4.3834	2.09309	2.60859	3.43646	2.65517	3.63419	2.35328	1.74149	1.7866	2.32603	4.09427	4.00285	3.28279	1.86655	2.66784	1.03098	2.65954	4.93633	1.05091	0.857615	1.09584	2.10084	0.71549	2.20054	1.6218	2.62406	2.86629	4.78681	0.673873	3.45595	2.2929	1.63747	1.59803	2.25053	4.16058	1.46387	164.327	3.48881	4.77152	2.35159	4.96398	NA	0	0	0	0	0	2	3	2	NA	NA	-0.11	NA	NA	NA	NA	NA	NA	3	8	8	6.86005273	78	11.1979	71	16.1929	51	11.1179	2.19041E-06	0	6041	NA	NA	2435.22546	1	0.39679274	0	0	NA	NA	2.25	NA	0.821	0.990147632	3.124596	0.486	0.3653	0.30193	0.0887	0.03892	0.73286	0.141	0.87888	0.73137	NA	0.20181	probable
HSPA4	NA	NA	NA	NA	43	0.4035	23.52287875	33.0096	34.1588	49.9197	56.6854	44.48	49.4054	45.1756	23.0904	28.9015	25.3662	47.3508	42.4203	36.5949	44.2479	23.5839	34.7198	27.0545	20.7706	35.1592	25.2341	32.8888	105.368	106.24	40.4021	35.5359	41.069	32.3881	42.7096	66.0589	44.6432	46.2009	27.4802	25.8929	20.2703	31.5656	17.3389	39.1768	33.0087	43.8031	39.9679	37.2765	14.3763	50.8541	33.9169	38.7292	40.8602	37.1619	38.8936	29.3873	92.3215	39.429	47.654	42.1614	14.1173	NA	0.50461047	0	0	0	0.50461047	3	NA	NA	NA	NA	-0.15	NA	NA	NA	NA	NA	NA	3	39	36	2.97639148	154	8.49145	38	44.081	109	12.3002	0.999958226	1	54487	NA	NA	307.12317	NA	0.852899194	0	0	NA	NA	NA	0.132951075	0.127	0.976990272	2.040236	0.31744	0.51787	0.75503	0.81144	0.70344	0.65703	0.387	0.69574	0.37627	0.403	0.37245	most likely
HTR1D	NA	NA	NA	NA	227	0.5009	11.52287875	0.0141613	0.0213496	0.0175076	0	0.0149527	0	0.0703118	0.567062	0.329076	4.92965	0.0517012	0.0666178	0.801396	0.648238	0.200119	0.59817	8.89486	3.6457	0.251215	0.16437	0.0333628	0.0197303	0.0314624	0	0.0562375	0.102365	0.10138	0.0233813	0.01118	0.0284024	0.126865	0.0206879	0.0195704	0.0122753	0.0534522	0	0.269702	0.0293841	0.0150194	0.434881	0.0570317	0.0218147	0.283548	0.152572	0.0331312	0.0245439	3.39652	0.034563	0.00923417	0.648295	0.0350798	0.0433613	0	0	0.14503	0.501551236	0	0	0	0.501551236	2	5	2	NA	NA	-0.54	NA	NA	NA	NA	NA	NA	NA	20	70	2.91372116	110	7.28895	22	12.396	72	14.9287	0.813006425	0	4229	NA	NA	120.59949	NA	0.494588822	0	0	NA	0.001071	NA	NA	NA	NA	5.844816	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.119	NA	probable
HTR4	NA	NA	NA	NA	109	0.4371	145.39794	0.0438874	0.0242205	0.202978	0.802605	0.793506	0.501902	0.0359237	0.0662731	0.177885	0.760147	0.00932466	0.0136688	0.349689	0.355299	0.160377	0.0812207	1.24445	0.287112	0.0431963	0.0424567	0.0283495	0	0.00949186	0.027525	0.0418526	0.731462	1.36483	0.0359459	0.0404336	0.0241709	0.0818392	0.849832	0.0958179	0.00601563	0.0178695	0.0171578	0.0452382	0.0253718	0.0144318	0.0684703	0.012594	0.00428904	0.858437	0.0158018	0.0592059	0.0585736	2.34326	0.0277621	0.0255609	0.071949	0.0369857	0.0511712	0.0243279	0	0.0077827	0	0	0	0	0	2	5	2	NA	NA	-0.05	NA	NA	NA	NA	NA	NA	4	52	NA	5.91668299	89	7.26075	84	3.3775	55	9.45545	0.648787513	5	226203	NA	NA	168.09506	NA	0.72905165	0	0	NA	NA	NA	NA	0.133	NA	1.941874	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.997	NA	probable
IDH2	NA	NA	NA	NA	178	0.5471	5.22184875	28.6293	28.7513	10.718	32.9122	47.9648	55.5758	66.5606	59.8587	65.0725	71.5614	32.8662	33.0605	63.8995	63.2129	41.6258	46.9131	76.8305	61.2104	60.614	60.6571	45.0497	62.44	186.006	40.0642	42.7997	147.471	94.3567	86.0205	110.659	140.391	45.8872	103.698	311.521	126.928	273.804	184.723	53.1792	100.713	442.793	22.5172	23.6913	72.8177	26.7542	107.338	84.8088	84.7952	78.2764	54.9307	181.817	8.38843	29.9361	38.7082	79.6119	32.3942	0.1684	0.518135048	0	0	0	0.518135048	2	5	2	NA	NA	-0.38	NA	NA	NA	NA	NA	NA	1	17	22	4.60912048	66	7.62037	58	2.16643	14	8.74246	0.376558105	7	19459	NA	NA	40.46933	1	0.685321391	0	0	NA	NA	NA	NA	0.824	0.99046393	3.979653	0.61293	0.39683	0.25472	0.25018	0.0307	0.74557	0.137	0.87546	0.52595	0.399	0.50899	probable
IGF1	NA	NA	NA	NA	30	0.4175	11.69897	19.6635	29.4372	3.36797	6.27683	23.1226	10.6598	10.8598	0.239381	0.286364	0.242842	0.17217	0.349537	0.230491	0.278295	0.308976	0.395352	0.168638	0.162507	0.55115	0.322369	26.1292	0.0447994	14.241	41.1533	46.6588	4.78302	3.02708	11.1711	1.68936	9.98222	13.6169	4.86234	1.47343	0.635445	0.258495	13.8385	8.10972	5.33813	2.48539	14.2892	6.04509	1.08769	0.591827	26.2997	2.70483	2.64003	2.89698	2.49177	2.49218	4.86163	18.9747	19.9833	17.2427	0.067418	0.0029488	0.830863574	0	0.830863574	0	0.551292535	NA	NA	NA	NA	NA	0.24	46	0.036036	0.00282752	0.504525	0.0543471	0.044	NA	23	36	6.8125021	88	7.0744	8	9.75185	57	7.24992	0.469523496	5	84778	NA	NA	98.37812	1	0.804062724	1	0	NA	NA	NA	NA	0.056	NA	0.921862	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0132	NA	probable
