Gene	REVEL.max	MetaSVM_rankscore.max	MetaLR_rankscore.max	MCAP.max	wgEncodeBroadHmmHuvecHMM.count	betamax	logpval_gwascatalog	Adipose - Subcutaneous_GTExTPM	Adipose - Visceral (Omentum)_GTExTPM	Adrenal Gland_GTExTPM	Artery - Aorta_GTExTPM	Artery - Coronary_GTExTPM	Artery - Tibial_GTExTPM	Bladder_GTExTPM	Brain - Amygdala_GTExTPM	Brain - Anterior cingulate cortex (BA24)_GTExTPM	Brain - Caudate (basal ganglia)_GTExTPM	Brain - Cerebellar Hemisphere_GTExTPM	Brain - Cerebellum_GTExTPM	Brain - Cortex_GTExTPM	Brain - Frontal Cortex (BA9)_GTExTPM	Brain - Hippocampus_GTExTPM	Brain - Hypothalamus_GTExTPM	Brain - Nucleus accumbens (basal ganglia)_GTExTPM	Brain - Putamen (basal ganglia)_GTExTPM	Brain - Spinal cord (cervical c-1)_GTExTPM	Brain - Substantia nigra_GTExTPM	Breast - Mammary Tissue_GTExTPM	Cells - Cultured fibroblasts_GTExTPM	Cells - EBV-transformed lymphocytes_GTExTPM	Cervix - Ectocervix_GTExTPM	Cervix - Endocervix_GTExTPM	Colon - Sigmoid_GTExTPM	Colon - Transverse_GTExTPM	Esophagus - Gastroesophageal Junction_GTExTPM	Esophagus - Mucosa_GTExTPM	Esophagus - Muscularis_GTExTPM	Fallopian Tube_GTExTPM	Heart - Atrial Appendage_GTExTPM	Heart - Left Ventricle_GTExTPM	Kidney - Cortex_GTExTPM	Kidney - Medulla_GTExTPM	Liver_GTExTPM	Lung_GTExTPM	Minor Salivary Gland_GTExTPM	Muscle - Skeletal_GTExTPM	Nerve - Tibial_GTExTPM	Ovary_GTExTPM	Pancreas_GTExTPM	Pituitary_GTExTPM	Prostate_GTExTPM	Skin - Not Sun Exposed (Suprapubic)_GTExTPM	Skin - Sun Exposed (Lower leg)_GTExTPM	Small Intestine - Terminal Ileum_GTExTPM	Spleen_GTExTPM	Stomach_GTExTPM	Testis_GTExTPM	Thyroid_GTExTPM	Uterus_GTExTPM	Vagina_GTExTPM	Whole Blood_GTExTPM	Adipose_Subcutaneous_GTExFC	Adipose_Visceral_Omentum_GTExFC	Adrenal_Gland_GTExFC	Artery_Aorta_GTExFC	Artery_Coronary_GTExFC	Artery_Tibial_GTExFC	Brain_Amygdala_GTExFC	Brain_Anterior_cingulate_cortex_BA24_GTExFC	Brain_Caudate_basal_ganglia_GTExFC	Brain_Cerebellar_Hemisphere_GTExFC	Brain_Cerebellum_GTExFC	Brain_Cortex_GTExFC	Brain_Frontal_Cortex_BA9_GTExFC	Brain_Hippocampus_GTExFC	Brain_Hypothalamus_GTExFC	Brain_Nucleus_accumbens_basal_ganglia_GTExFC	Brain_Putamen_basal_ganglia_GTExFC	`Brain_Spinal_cord_cervical_c-1`_GTExFC	Brain_Substantia_nigra_GTExFC	Breast_Mammary_Tissue_GTExFC	Cells_Cultured_fibroblasts_GTExFC	`Cells_EBV-transformed_lymphocytes`_GTExFC	Colon_Sigmoid_GTExFC	Colon_Transverse_GTExFC	Esophagus_Gastroesophageal_Junction_GTExFC	Esophagus_Mucosa_GTExFC	Esophagus_Muscularis_GTExFC	Heart_Atrial_Appendage_GTExFC	Heart_Left_Ventricle_GTExFC	Kidney_Cortex_GTExFC	Liver_GTExFC	Lung_GTExFC	Minor_Salivary_Gland_GTExFC	Muscle_Skeletal_GTExFC	Nerve_Tibial_GTExFC	Ovary_GTExFC	Pancreas_GTExFC	Pituitary_GTExFC	Prostate_GTExFC	Skin_Not_Sun_Exposed_Suprapubic_GTExFC	Skin_Sun_Exposed_Lower_leg_GTExFC	Small_Intestine_Terminal_Ileum_GTExFC	Spleen_GTExFC	Stomach_GTExFC	Testis_GTExFC	Thyroid_GTExFC	Uterus_GTExFC	Vagina_GTExFC	Whole_Blood_GTExFC	DeepSEA_Functional_Significance	ExomiserScore	humanscore_Exomiser	mousescore_Exomiser	fishscore_Exomiser	ppiscore_Exomiser	BPmed	SideeffectFreq	Sideeffectseverity	Others	Mechanism	RVIS_Score	Rank	humancellsensitivity	humancellspecificity	mousecellsensitivity	mousecellspecificity	ui_panglaoDB	SDI	SignalValue_H3k4me1_median	SignalValue_H3k4me3_median	SignalValue_H3k27Ac_median	pLI_ExAC	CNVs_ExAC	Gene_length	MGI_Gene	Ratmodel_Gene	GDI_Score	GTEx_signif_sexbias	HIPred	IPA_BP	IPA_Activity	O_GlcNAc_Score	EMS_Max	PharmGKB_Score	ExAc_constraint_obs_exp	SIFT	PolyPhen	LoFtool	CADD_raw	DANN_score	Eigen-raw_coding	GERP++_NR	GERP++_RS	GenoCanyon_score	M-CAP_score	MetaLR_score	MetaSVM_score	MutationAssessor_score	DEOGEN2_score	PROVEAN_score	MutPred_score	REVEL_score	FATHMM_score	fathmm-MKL_coding_score	integrated_fitCons_score	GERP_Rankscore	PMIDB_Metabolite_interactor	interaction	SignalValue_H3k27me3_median	SignalValue_H3k9ac_median	SignalValue_H3k9me1_median	H4k20me1_count	SignalValue_H4k20me1_median	BPlabel
KRTAP10-2	NA	NA	NA	NA	32	-0.194	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0937959	0.0347922	0	0	0	0.177636	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.359492	2.483608	NA	NA	NA	2.18162	NA	NA	NA	NA	0.19561	0.5	0	0	0	0.5	NA	NA	NA	NA	NA	0.97	NA	NA	NA	NA	NA	NA	1.98841355	NA	NA	NA	0.0170721058222492	16	1148	NA	NA	2694.09373	1	0.111908376	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.76226	NA	NA	NA	NA	least likely
KRTAP20-1	NA	NA	NA	NA	88	0.3964	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	NA	NA	NA	NA	NA	0.35	NA	NA	NA	NA	NA	NA	1.98717466	NA	NA	NA	0.0232742114105319	41	253	NA	NA	50.28346	NA	0.123297259	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
KRTAP6-3	NA	NA	NA	NA	101	-0.2458	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103706	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.98717466	NA	NA	NA	0.532856911991667	NA	635	NA	NA	160.69859	NA	0.123297259	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
KRTAP9-7	NA	NA	NA	NA	170	0.3065	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0365775	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.557141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.98841355	NA	NA	NA	0.00547082986165627	NA	1038	NA	NA	370.17865	NA	0.111908376	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.85802	NA	NA	NA	NA	least likely
LDLR	NA	NA	NA	NA	28	-0.4081	261.397940008672	19.3291	38.4827	91.7779	15.2515	19.5913	18.0581	15.4643	3.56167	4.46232	2.20025	11.3699	11.7483	6.7269	6.62504	4.67753	7.52803	1.74603	1.99311	11.3698	3.9461	23.0686	59.4171	31.6294	18.8487	26.0634	14.2475	18.9365	16.8015	58.3518	21.99	49.6503	12.7385	4.51271	8.65821	14.766	22.6645	78.6272	22.6126	1.71902	20.0903	61.4808	8.96178	9.28987	20.1134	35.4192	30.6767	20.5676	13.7219	21.8232	7.04122	13.949	28.6843	42.1526	3.75832	1.004396	0.52947	0.929119	-0.239905	-1.270956	-1.886464	1.4933	-0.317056	-0.390994	0.827545	-0.751096	0.308082	-1.698627	1.164512	-1.353871	-1.137975	-3.638718	-0.503562	-6.643856	0.986989	0.564326	-0.255372	0.957615	1.078351	0.367601	0.731552	0.236273	-0.681383	-0.527716	0.5854	-1.155217	-0.304438	1.832766	-0.328198	0.206261	-1.290993	0.569467	-0.950694	-0.848178	0.97482	0.152302	0.824503	1.420743	-0.325345	0.288358	0.356964	1.670541	0.435397	1.296412	0.088494	0.957427108	0.957427108	0	0	0.523883779	3	NA	NA	NA	NA	-1.85	49	NA	NA	NA	NA	NA	20.630263	9.70862	8.18055	10.025	2.59266073718312e-16	19	44454	NA	NA	654.09994	1	0.485596061	1	0	1.18152712808834	NA	2	NA	0.24	1	0.0737	3.386277	0.997402900320687	0.233992135315083	5.79	5.79	0.999999049685467	0.68678	0.9024	0.9446	1.305	0.873713	-2.05	0.722	0.698	-3.74	0.94077	0.67177	0.69188	TRUE	NA	NA	27.586	2.31391	366	8.73102	most likely
LILRA3	NA	NA	NA	NA	27	-0.2385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	NA	NA	NA	NA	NA	3.56	NA	NA	NA	NA	NA	NA	4.52859362	NA	NA	NA	0.00292535056682856	NA	10098	NA	NA	1102.81114	NA	0.132359073	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4837	NA	NA	NA	NA	least likely
LIMK1	NA	NA	NA	NA	46	-0.272	10.0457574905607	16.2782	11.0004	12.2942	12.4845	12.6589	8.82749	14.2569	42.8476	84.2938	19.7349	44.588	45.3003	91.2417	104.969	35.2866	58.8983	20.909	17.8504	15.1588	38.8795	14.8717	44.1305	57.5145	37.9334	34.6525	10.1341	10.5345	10.3508	13.516	10.1293	13.2231	6.09254	4.53936	7.49337	11.9066	2.36997	22.2438	21.7038	12.0341	15.9687	23.5212	6.22634	21.9637	19.6163	14.2482	16.5312	14.794	32.4018	9.83694	31.1575	21.2875	21.3157	23.7228	14.8738	0.173875	0.163869	0.207812	0.298994	-0.546389	-0.412222	0.319046	-1.351423	0.223568	-0.111425	-0.155567	0.145536	0.153224	0.307725	0.253162	-0.677936	-0.241493	-1.876212	-0.44636	0.298609	-0.115418	-0.3719	0.131393	0.352137	0.269462	0.189238	0.088825	-0.364971	0.110217	-0.32498	-0.377658	-0.217379	0.451293	1.330484	-0.130212	0.643876	0.161837	-0.41146	-0.426636	0.146297	0.187091	-0.395103	-0.293144	-0.193909	0.307696	-0.116163	-0.643475	0.696069	0.601312	0.057882	0.76088591	0.76088591	0	0	0	2	2	2	NA	NA	-0.82	NA	NA	NA	NA	NA	NA	6.91609969	8.84859	8.75072	33.1716	0.990896287164463	10	39592	NA	NA	175.30019	1	0.824708164	0	0	NA	NA	NA	NA	0.42	0.058	0.0812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	18.0251	2.04847	NA	NA	probable
LRIG1	0.212	0.372	0.001	NA	111	0.62	24.5228787452803	31.6313	20.2365	2.44912	67.1278	48.3753	67.9777	22.4352	33.8738	32.946	38.2934	27.3704	30.8126	36.1857	31.5143	23.7385	21.939	36.9667	32.5838	17.662	25.9774	47.0089	4.41973	5.15697	50.1738	73.1777	118.081	42.2593	67.7373	12.9676	60.9194	49.7394	28.2976	22.4697	3.56743	5.73455	13.1822	28.7704	33.9098	22.7778	33.7263	29.8914	39.8218	34.7005	38.9925	31.0623	25.978	24.4293	6.2712	51.9165	20.9682	30.9527	49.07	21.7574	1.49942	0.276315	0.194148	0.332209	0.351842	0.640084	-0.09951	0.559572	-0.621979	-0.367601	0.199679	0.142784	-0.182782	0.201699	0.322068	-1.00064	-0.581665	0.372829	-0.270984	0.884712	0.325094	0.445669	-0.559319	0.185231	-0.689734	0.136163	-0.578739	-0.191424	0.574005	-0.160332	-0.721138	-0.328393	0.309687	-0.555723	-0.225167	-0.119614	0.248858	-0.370396	-0.172037	-0.594413	0.164858	0.103672	-1.766303	0.385245	-0.208089	0.090526	-0.367128	2.317454	0.556901	0.100089	0.088756	0.501017531	0	0	0	0.501017531	NA	NA	NA	NA	NA	0.33	NA	0	0.00156642	0	0.00442733	0.004	1.98266541	5.34838	11.2789	7.21191	0.835793558274592	10	122466	NA	NA	4235.50177	1	0.75617367	1	0	NA	NA	NA	NA	1	0.992	0.483	0.017072	0.307005747008761	-1.61348949298276	5.5	1.69	0.999974566625773	0.009284	0.0374	-0.9912	-2.19	0.038954	0.35	0.111	0.123	0.22	0.00735	0.706548	NA	NA	NA	2.98406	5.00298	1.46195	256	1.23709	possible
LRP1	NA	NA	NA	NA	27	0.4889	48.2218487496164	217.995	160.653	30.3155	276.453	191.554	176.584	94.4603	31.0244	36.6466	41.4931	98.5477	126.078	48.979	41.0201	24.3659	31.4864	46.4067	32.7261	17.8836	27.7451	140.686	358.249	0.820807	182.249	172.109	85.9296	57.5081	102.642	47.2004	88.9229	148.441	58.4453	24.9189	9.60987	14.3196	56.7679	136.926	57.091	12.1341	189.245	227.668	8.76479	44.0574	64.0672	49.882	57.5193	50.3578	41.3475	26.4231	22.1512	79.8116	173.802	123.518	8.46286	-0.091255	-0.171338	0.142498	-0.14734	-0.189293	-0.182123	0.481385	0.721464	-0.127074	0.097706	0.110314	0.14933	0.104915	0.222521	0.239582	0.313315	0.534554	0.582238	0.823708	-0.789566	0.109967	1.697343	-0.120287	-0.227889	0.381057	0.449855	0.362851	-0.116791	-0.138812	-0.556546	0.60068	-0.078513	-0.988199	0.262292	-0.087085	-0.567891	-0.51008	-0.297001	0.40445	0.228106	-0.125147	1.148515	-0.117722	-0.273434	0.173612	-0.080631	-0.941344	-0.509776	-0.113164	0.024023	0.508864279	0	0.479453267	0	0.508864279	NA	NA	NA	NA	NA	-7.28	NA	0.714286	0.035401	0.375	0.0773821	0.071	14.83915576	5.01037	13.0607	NA	1	3	84858	NA	NA	526.27186	1	0.824708164	1	1	NA	NA	NA	NA	0.2	1	0.00262	4.420013	0.99471174838172	0.563136358670794	5.04	4.66	0.999999999901957	0.117682	0.7538	0.3808	2.595	0.535678	-0.91	0.469	0.737	0.81	0.99149	0.712529	0.67566	NA	NA	9.07525	14.8884	NA	NA	NA	possible
MAP4	0.09	0.285	0.025	NA	6437	0.6727	33	86.2867	67.3978	27.3248	164.004	129.537	137.995	92.8276	88.4649	65.8228	68.0573	83.5501	79.2139	69.7722	75.3059	104.103	104.158	61.1168	76.676	333.105	152.196	63.0877	120.405	52.8438	93.324	91.8597	127.424	54.3097	101.633	45.4077	105.727	80.3908	88.5586	84.8298	27.9862	38.4302	14.8307	78.7163	36.3082	200.526	184.998	67.7834	16.7665	33.3311	55.9802	63.357	73.7471	37.9695	36.8593	32.2114	68.1228	49.1785	91.1268	80.6788	4.66321	-0.192027	-0.059386	0.142875	-0.04887	-0.149743	-0.210708	-0.485341	0.169926	0.110142	0.047149	-0.43896	-0.251947	-0.077601	0.263306	-0.382101	0.529249	-0.647781	-0.829124	-0.461728	0.062114	0.0937	-0.139357	-0.1916	-0.193062	0.15888	-0.073835	0.04784	0.063522	0.096513	-0.454852	0.499004	0.197664	-0.424343	-0.392263	0.040021	-0.150727	-0.043237	-0.148924	0.134197	0.026058	0.036544	-0.121075	0.075951	-0.061515	0.087237	-0.125842	0.185159	0.408747	0.177797	0.018185	0.500132259	0	0	0	0.500132259	2	5	2	NA	NA	0.41	NA	NA	NA	NA	NA	NA	9.68123578	8.1777	4.6107	6.94866	0.99884872439436	9	238587	NA	NA	7952.87694	1	0.273053437	0	0	42.5903811595979	9.3823	NA	NA	0.08	0.996	0.146	1.073606	0.985089211057808	-0.22218140625939	5.1	5.1	0.99999983785609	0.03099	0.047	-1.1566	NA	0.013158	-0.28	0.23	0.056	2.97	0.32873	0.372202	0.68917	FALSE	NA	NA	10.0754	1.35459	319	2.44772	probable
MAPK7	NA	NA	NA	NA	51	0.5027	6	26.0605	22.2073	25.8656	31.5413	34.823	40.0485	30.1356	4.60796	4.95127	7.18436	14.4746	16.8721	7.15875	5.49874	4.76884	6.28175	6.9351	6.13229	5.92951	4.67895	25.3533	25.6354	10.6448	45.9539	40.3366	28.6749	23.1946	28.1964	33.7464	26.1099	36.7942	8.60647	5.15131	10.6195	15.2027	3.95268	31.607	16.7776	4.9673	37.9907	38.4863	4.18989	19.0578	24.5233	31.0533	36.4648	21.9541	28.552	13.0885	37.4156	27.0148	40.0909	42.8257	11.1862	0.250711	-0.259361	-0.529919	-0.127192	0.525272	-0.078501	0.154176	-0.263008	-0.278208	0.536133	0.230875	-0.311009	-0.935402	-0.403882	-0.10699	-0.37767	-0.403505	-0.594468	0.944049	-0.354522	-0.147709	-0.325736	-0.16907	-0.301772	0.121217	-0.188195	0.161346	-0.462039	-0.409296	-0.92894	0.206028	-0.374057	-0.379856	-0.244244	-0.069488	0.173184	0.207464	-3.170901	0.308306	-0.08437	0.068588	0.650287	-0.374887	0.056327	-0.075774	-0.226419	0.358886	0.599246	-0.262658	0.013468	0.505036002	0	0.477882401	0	0.505036002	2	2	2	NA	NA	-1.31	NA	0	0.0018797	0	0.00205339	0.002	4.52819492	7.00851	22.8276	12.2876	0.232913565027181	3	5823	NA	NA	121.12067	1	0.654942453	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	15.503	4.03578	1	3.24786	probable
MAPKAP1	NA	NA	NA	NA	862	-0.5253	15	29.8541	23.4859	36.3519	27.7204	30.4001	36.4371	33.8934	22.017	24.8457	28.8967	25.0554	24.4019	24.9095	27.324	18.7543	18.6999	29.9874	22.8307	16.9649	18.3336	26.42	49.6855	64.1688	40.142	40.0443	44.5463	24.0556	35.7856	25.3754	43.3136	27.1536	20.1719	19.8494	17.0428	16.8132	10.9226	27.7265	20.8527	26.966	27.4249	26.8282	11.0641	17.0492	27.1478	21.5954	23.4656	22.3073	21.1883	22.5735	36.5321	30.4213	33.178	31.4521	8.40043	-0.057095	-0.076334	0.38988	-0.06186	0.245359	0.042178	0.838774	0.66597	0.080072	-0.054194	0.066749	0.086098	0.119648	0.300661	-0.105916	-0.058878	0.296171	-0.273504	0.351831	-0.060947	-0.078161	0.129192	0.359928	0.297687	0.212648	0.092554	0.149231	0.135314	0.058018	0.42376	0.169236	0.056576	-0.117591	0.081275	0.036844	-0.175142	0.034925	0.050338	0.22493	-0.064087	-0.046027	0.245075	0.128209	0.254823	0.047851	0.062943	0.502323	-0.262773	-0.055025	0.0058925	0.465944823	0	0.465944823	0	0	1	NA	NA	NA	NA	-0.71	NA	0	0.0567043	0.7	0.0495661	0.054	6.61160851	9.08457	9.46951	11.3435	0.999736598475665	1	269841	NA	NA	48.85088	1	0.824708164	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97299	FALSE	NA	NA	10.7042	1.54597	511	2.32242	probable
MAPT	0.081	0.429	0.041	NA	325	0.4471	48.5228787452803	6.26795	4.48082	0.874616	1.61622	1.83723	1.11554	3.92853	74.5906	104.119	69.2091	218.883	223.007	161.198	156.714	73.4478	88.7583	73.8715	60.0309	53.0253	59.2277	11.2021	0.443583	0.104208	3.88118	2.56503	12.9793	3.93409	4.78545	7.60363	4.42353	1.79092	2.8254	4.75312	7.07255	1.87272	0.261872	1.26847	4.77708	52.2916	2.72121	1.03295	0.844357	51.9157	7.3642	7.39366	9.01334	1.51765	0.64645	0.847619	7.67509	1.70854	2.1615	2.57574	0.142254	0.261672	0.433777	-0.344936	0.7341	0.429013	0.536981	0.031626	-0.084733	-0.092828	-0.091802	-0.093072	0.027703	0.011969	-0.263454	0.293086	0.141992	0.113376	0.156923	0.245581	0.381216	-0.319056	-3.670473	1.127313	0.631828	0.679251	1.297652	0.540058	0.914674	1.488406	0.160379	-1.867726	1.056674	2.031039	0.150579	-0.309037	-0.95183	0.427831	-0.239556	0.613078	0.253197	0.502764	0.281428	-0.445083	0.444221	2.629564	0.363952	0.626406	0.792327	-1.150266	0.0020252	0	0	0	0	0	2	5	2	NA	NA	2.18	NA	0	0.0176656	0.5	0.243978	0.198	27.47563542	5.9453	3.72129	NA	4.68264962282433e-05	1	133952	NA	NA	4302.22642	1	0.565020561	0	0	NA	NA	NA	1.015189594	0.04	0.995	0.0668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71428	FALSE	NA	4.8433	10.9724	NA	127	1.88541	probable
MBD5	NA	NA	NA	NA	566	-0.3328	57.5228787452803	1.98496	1.71747	1.7259	2.38509	2.16035	2.82923	2.68455	0.91878	1.20093	1.13899	4.02943	3.49467	1.57371	1.69702	0.988031	1.23342	1.33396	0.872274	1.66397	0.925682	2.02255	2.62358	3.12284	2.60739	2.81525	3.98233	1.68201	2.77872	1.04667	2.84109	2.29848	1.01506	0.624735	1.07946	1.10628	0.374254	1.95956	1.30854	0.943105	2.74358	3.18001	0.42445	3.0725	2.03626	1.31415	1.35323	1.43005	1.49977	1.02604	2.59449	2.37295	2.76647	2.00017	0.550734	-0.21332	0.091451	0.399056	-0.28073	-0.353569	0.144202	1.701031	-0.493917	-0.387525	0.60519	-0.113123	-0.163979	-0.233124	-0.224144	-0.097346	-0.270586	-0.192634	-0.228937	-0.098048	0.191435	0.274037	0.865203	0.213697	-0.470867	0.148436	-0.40198	-0.073934	-0.221722	0.146126	-0.146155	-0.346615	-0.07839	0.888173	-0.131066	0.044902	0.37486	0.296811	0.046666	-0.445281	0.195872	-0.125313	-0.094017	-0.239505	-0.28135	-0.161641	0.121453	0.495884	0.560791	0.195807	0.029461	0.387689527	0	0.387689527	0	0	NA	NA	NA	NA	NA	-2.12	NA	NA	NA	NA	NA	NA	4.90212349	8.19541	18.4137	8.86891	0.999852333253027	18	497225	NA	NA	165.21581	1	0.519672751	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89031	NA	NA	2.08637	14.8678	1.29267	295	1.67421	possible
MCL1	NA	NA	NA	NA	34	-0.3182	30.698970004336	226.951	364.869	153.66	384.63	309.891	258.961	195.029	43.0531	39.703	46.3745	64.4255	62.5929	42.2963	42.8348	38.0123	52.4578	41.1804	38.7478	75.4894	57.9249	241.312	313.954	246.511	190.076	181.718	206.08	180.753	227.799	250.967	224.059	237.898	97.9472	69.0552	82.7396	123.666	108.978	474.739	197.911	110.208	293.958	176.66	98.1407	143.494	149.122	298.591	272.276	200.194	283.047	158.097	89.6183	218.579	211.453	241.312	376.547	-0.322014	-0.124494	-0.132853	0.15348	-0.570941	0.550283	1.141671	0.859064	0.856677	-0.558258	0.126064	-0.234463	0.996064	0.741087	-1.147132	1.03466	-1.243154	0.679871	0.335676	-0.285694	0.198464	0.240846	-0.528659	-0.10957	-0.126754	0.450475	0.427682	0.559695	0.123717	0.436163	-0.790869	0.458519	0.617319	-0.416652	0.213551	1.239065	0.169613	0.459815	0.126681	-0.322887	-0.251454	0.181798	-0.126537	0.411968	0.124529	0.150548	-1.052337	1.022792	-0.21314	0.030992	0.50386494	0	0	0	0.50386494	2	5	2	NA	NA	-0.18	NA	NA	NA	NA	NA	NA	9.69401325	10.8637	78.7961	15.47	0.950092967336216	3	5034	NA	NA	40.92143	NA	0.700975537	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58546	FALSE	NA	NA	54.8106	2.01233	72	6.99164	probable
MDK	NA	NA	NA	NA	1167	0.6824	12.5228787452803	24.0583	20.2521	47.2146	10.7193	15.9755	8.62068	30.1293	7.44232	8.53356	5.68608	12.039	20.3117	8.79438	7.73937	5.56625	13.6286	10.1968	5.57935	8.77922	9.07863	47.8949	19.8701	3.75173	321.088	345.43	25.7164	32.4268	12.2908	18.137	11.0415	147.746	10.1845	2.65604	6.28383	15.2751	1.80633	30.1302	73.0428	1.85838	114.24	399.498	5.87792	223.191	87.9144	10.2703	13.5647	48.9653	25.1307	18.3027	16.9054	19.3921	145.375	64.3092	1.02203	-0.259405	-0.466048	-0.404167	-0.475523	-0.432892	-0.52486	-6.643856	-0.929656	-1.428582	0.864383	0.711273	-0.24126	2.147106	0.259272	-0.353537	0.753537	0.612076	2.247655	0.449443	-0.28397	-0.303505	1.93507	-0.47361	-1.396435	-0.596632	-0.324958	-0.384616	-0.423385	-0.415153	0.258726	-0.575732	-0.43461	0.183413	-0.307728	-0.274863	-0.361887	-0.329578	-0.2756	-0.355907	-0.55888	-0.302613	0.374384	0.35071	-0.390708	-0.872204	-0.386455	-4.748684	1.660274	-0.641555	NA	0.510988601	0	0	0	0.510988601	2	2	3	NA	NA	0.06	NA	0.333333	0.24148	0.445701	0.202074	0.222	2.93755893	5.35738	12.7498	12.584415	0.0224327842650619	NA	3069	NA	NA	4.23961	1	0.767147124	0	0	NA	NA	NA	NA	NA	NA	0.312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.8813	13.4624	2.0396	3	4.60282	probable
